mapping_row_id,paper_id,check_id,claim_id,claim_ids,supporting_claim_ids,target_ids,item_type,scientific_role,source_ref,scientific_object,disposition,disposition_source,reason_codes,next_action,direct_cause_categories,root_cause_categories,code_fault_statuses,fidelity_status,fidelity_score,fidelity_min_score,fidelity_target_scores,fidelity_missing_target_ids
MAP-0378,1004.0190,R007,CLM_T001,CLM_T001,,T001,quantitative_claim,analytic_result,"Eq. (5), p. 2",Measurement-invariance characterization of zero discord.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T001
MAP-0379,1004.0190,R008,CLM_T001,CLM_T001,,T001,quantitative_claim,analytic_result,"After Eq. (5), p. 2",Classical-quantum decomposition of zero-left-discord states.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T001
MAP-0380,1004.0190,R009,CLM_T001,CLM_T001,,T001,quantitative_claim,analytic_result,"Before Eq. (6), p. 2",Real correlation-matrix expansion in local Hermitian bases.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T001
MAP-0381,1004.0190,R010,CLM_T001,CLM_T001,,T001,quantitative_claim,analytic_result,"Before Eq. (6), p. 2",Operator-Schmidt SVD and rank identity.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T001
MAP-0382,1004.0190,R011,CLM_T001,CLM_T001,,T001,quantitative_claim,analytic_result,"Eq. (6), p. 2",Coefficientwise measurement invariance of nonzero Schmidt operators.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T001
MAP-0383,1004.0190,R012,CLM_T001,CLM_T001,,T001,quantitative_claim,analytic_result,"Eq. (7), p. 2",Pairwise-commutation criterion for zero left discord.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T001
MAP-0384,1004.0190,R013,CLM_T001,CLM_T001,,T001,quantitative_claim,analytic_result,"After Eq. (7), p. 2",Unordered-pair commutator count.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T001
MAP-0385,1004.0190,R014,CLM_T001,CLM_T001,,T001,quantitative_claim,analytic_result,"After Eq. (7), p. 2",Rectangular correlation-matrix rank bound.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T001
MAP-0386,1004.0190,R015,CLM_T001,CLM_T001,,T001,quantitative_claim,analytic_result,"After Eq. (7), p. 2",Operator-Schmidt rank bound for classical-quantum states.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T001
MAP-0387,1004.0190,R016,CLM_T001,CLM_T001,,T001,quantitative_claim,analytic_result,"After Eq. (7), p. 2",Rank witness for nonzero left discord.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T001
MAP-0388,1004.0190,R017,CLM_T001,CLM_T001,,T001,quantitative_claim,analytic_result,"Final criterion paragraph, p. 2",Partial-correlation-matrix rank certification without tomography.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T001
MAP-0389,1004.0190,R018,CLM_T002,CLM_T002,,T002,quantitative_claim,analytic_result,"Eq. (8), p. 2",Hilbert-Schmidt geometric-discord definition.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T002
MAP-0390,1004.0190,R019,CLM_T002,CLM_T002,,T002,quantitative_claim,analytic_result,"Eq. (9), p. 2",Complete two-qubit Bloch representation.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T002
MAP-0391,1004.0190,R020,CLM_T002,CLM_T002,,T002,quantitative_claim,analytic_result,"Eq. (10), p. 3",Unit Bloch vector of a pure basis state.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T002
MAP-0392,1004.0190,R021,CLM_T002,CLM_T002,,T002,quantitative_claim,analytic_result,"Eq. (11), p. 3",Conditional Bloch-vector definitions s_plus/minus.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T002
MAP-0393,1004.0190,R022,CLM_T002,CLM_T002,,T002,quantitative_claim,analytic_result,"After Eqs. (10)-(11), p. 3",Bloch triple and parameter bounds for zero-left-discord states.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T002
MAP-0394,1004.0190,R023,CLM_T002,CLM_T002,,T002,quantitative_claim,analytic_result,"Eq. (12), p. 3",Expanded Hilbert-Schmidt distance objective.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T002
MAP-0395,1004.0190,R024,CLM_T002,CLM_T002,,T002,quantitative_claim,analytic_result,"After Eq. (12), p. 3",Strict convexity and unique fixed-e minimum.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T002
MAP-0396,1004.0190,R025,CLM_T002,CLM_T002,,T002,quantitative_claim,analytic_result,"Eq. (13), p. 3",Stationary solution t=x dot e.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T002
MAP-0397,1004.0190,R026,CLM_T002,CLM_T002,,T002,quantitative_claim,analytic_result,"Eq. (14), p. 3",Stationary solution s_plus=y.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T002
MAP-0398,1004.0190,R027,CLM_T002,CLM_T002,,T002,quantitative_claim,analytic_result,"Eq. (15), p. 3",Stationary solution s_minus=T^T e.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T002
MAP-0399,1004.0190,R028,CLM_T002,CLM_T002,,T002,quantitative_claim,analytic_result,"After Eq. (15), p. 3",Feasibility bounds for the stationary point.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T002
MAP-0400,1004.0190,R029,CLM_T002,CLM_T002,,T002,quantitative_claim,analytic_result,"Eq. (16), p. 3",Closed two-qubit geometric-discord formula.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T002
MAP-0401,1004.0190,R030,CLM_T003,CLM_T003,,T003,quantitative_claim,theory_numerical,"Maximally mixed marginals paragraph and Fig. 1, p. 3",Local-unitary Bell-diagonal canonical form.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T003
MAP-0402,1004.0190,R031,CLM_T003,CLM_T003,,T003,quantitative_claim,theory_numerical,"Fig. 1, p. 3",Physical Bell-diagonal tetrahedron and its four vertices.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T003
MAP-0403,1004.0190,R032,CLM_T003,CLM_T003,,T003,quantitative_claim,theory_numerical,"Fig. 1, p. 3",Separable Bell-diagonal octahedron and its six vertices.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T003
MAP-0404,1004.0190,R033,CLM_T003,CLM_T003,,T003,quantitative_claim,theory_numerical,"After Fig. 1, p. 3",Bell-diagonal specialization of geometric discord.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T003
MAP-0405,1004.0190,R034,CLM_T003,CLM_T003,,T003,quantitative_claim,theory_numerical,"Fig. 1 red lines, p. 3",Zero-discord coordinate-axis line segments.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T003
MAP-0406,1004.0190,R035,CLM_T004,CLM_T004,,T004,quantitative_claim,theory_numerical,"Fig. 1 caption, p. 3",Global Bell-state maximum of geometric discord.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T004
MAP-0407,1004.0190,R036,CLM_T004,CLM_T004,,T004,quantitative_claim,theory_numerical,"Fig. 1 caption, p. 3",Separable-domain maximum and maximizer locations.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T004
MAP-0408,1004.0190,R037,CLM_T004,CLM_T004,,T004,quantitative_claim,analytic_result,"Eq. (17), p. 3",Index-generated family of separable-discord maximizers.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T004
MAP-0409,1004.0190,R038,CLM_T004,CLM_T004,,T004,quantitative_claim,analytic_result,"After Eq. (17), p. 3",Swap symmetry and equality of left/right discord for the intended Eq. (17) family.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T004
MAP-0410,1004.0190,R039,CLM_T005,CLM_T005,,T005,quantitative_claim,analytic_result,"DQC1 input description, p. 3",Normalized DQC1 input state.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T005
MAP-0411,1004.0190,R040,CLM_T005,CLM_T005,,T005,quantitative_claim,analytic_result,"Eq. (18), p. 3",Exact DQC1 output density matrix.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T005
MAP-0412,1004.0190,R041,CLM_T005,CLM_T005,,T005,quantitative_claim,analytic_result,"After Eq. (18), p. 3",Loss of trace signal at alpha=0.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T005
MAP-0413,1004.0190,R042,CLM_T005,CLM_T005,,T005,quantitative_claim,analytic_result,"Fig. 2 caption and after Eq. (18), pp. 3-4",Control Pauli readout of normalized trace.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T005
MAP-0414,1004.0190,R043,CLM_T005,CLM_T005,,T005,quantitative_claim,analytic_result,"Fig. 2 caption and after Eq. (18), pp. 3-4",Sampling overhead scaling with control polarization.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T005
MAP-0415,1004.0190,R045,CLM_T006,CLM_T006,,T006,quantitative_claim,analytic_result,"DQC1 discussion after Fig. 2, p. 4",Control-versus-register separability of DQC1 output.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T006
MAP-0416,1004.0190,R046,CLM_T010,CLM_T010,,T010,quantitative_claim,analytic_result,"DQC1 discussion after Fig. 2, p. 4",Entanglement across every split grouping control with register qubits and its n-scaling.,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,scientific_definition_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0417,1004.0190,R047,CLM_T006,CLM_T006,,T006,quantitative_claim,analytic_result,"Before Eq. (19), p. 4",Generic nonzero discord for Haar-random U.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T006
MAP-0418,1004.0190,R048,CLM_T006,CLM_T006,,T006,quantitative_claim,analytic_result,"Eq. (19), p. 4",Equivalence of Eq. (18) and sigma_1/sigma_2 decomposition.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T006
MAP-0419,1004.0190,R049,CLM_T006,CLM_T006,,T006,quantitative_claim,analytic_result,"After Eq. (19), p. 4",Linear-dependence criterion for zero DQC1 discord.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T006
MAP-0420,1004.0190,R050,CLM_T006,CLM_T006,,T006,quantitative_claim,analytic_result,"After Eq. (19), p. 4",Scalar-adjoint form of the DQC1 zero-discord condition.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T006
MAP-0421,1004.0190,R051,CLM_T006,CLM_T006,,T006,quantitative_claim,analytic_result,"After Eq. (19), p. 4",Phase-times-involution characterization.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T006
MAP-0422,1004.0190,R052,CLM_T006,CLM_T006,,T006,quantitative_claim,analytic_result,"After Eq. (19), p. 4",Classicality of all correlations for phase-times-involution U.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T006
MAP-0423,1004.0190,R053,CLM_T009,CLM_T009,,T009,quantitative_claim,analytic_result,"Final DQC1 paragraph, p. 4",Classical hardness of normalized trace for zero-discord phase-times-involution instances.,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,scientific_definition_unavailable,publication_underspecified,not_applicable,not_applicable_nonreproduced,,,{},
MAP-0424,1004.0190,R054,CLM_T009,CLM_T009,,T009,quantitative_claim,analytic_result,"Abstract and final DQC1 paragraph, pp. 1 and 4",Resource conclusion excluding discord as the cause of DQC1 speedup.,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,scientific_definition_unavailable,publication_underspecified,not_applicable,not_applicable_nonreproduced,,,{},
MAP-0425,1004.0190,R055,CLM_T008,CLM_T008,,T008,quantitative_claim,analytic_result,"Final paragraph, p. 4",Nonmonotonicity of Hilbert-Schmidt geometric discord under local operations.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T008
MAP-0426,1004.0190,R056,CLM_T008,CLM_T008,,T008,quantitative_claim,analytic_result,"Local-operation example, p. 4",Normalization of the written zero-discord input operator.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T008
MAP-0427,1004.0190,R057,CLM_T008,CLM_T008,,T008,quantitative_claim,analytic_result,"Local-operation example, p. 4",Discord creation by mapping orthogonal labels to nonorthogonal states.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T008
MAP-0428,1004.0190,R058,CLM_T007,CLM_T007,,T007,quantitative_claim,analytic_result,"Final sentence, p. 4",Multipartite extension and scaling of criterion/evaluation difficulty.,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T007
MAP-0430,1106.2978,Boundary-divergence proof (Eqs. 8-10),CLM_THEOREM,CLM_THEOREM,,T007,quantitative_claim,theory_exact_numerical,,,reproduced,item_authoritative_state,fresh_independent_review_supported,none,,,,not_comparable,,,{},T007
MAP-0445,1106.2978,Delta=1/2 exponential thermodynamic convergence,CLM_TRANSFER_SPECTRUM,CLM_TRANSFER_SPECTRUM,,T020,quantitative_claim,theory_spectral_numerical,,,reproduced,item_authoritative_state,fresh_independent_review_supported,none,,,,not_comparable,,,{},T020
MAP-0441,1106.2978,Delta=1/2 thermodynamic current claim,CLM_TRANSPORT,CLM_TRANSPORT,,T004,quantitative_claim,theory_analytic_numerical,,,reproduced,item_authoritative_state,fresh_independent_review_supported,none,,,,not_comparable,,,{},T004
MAP-0447,1106.2978,Delta>=1 infinite transfer rank,CLM_TRANSFER_SPECTRUM,CLM_TRANSFER_SPECTRUM,,T021,quantitative_claim,theory_analytic_numerical,,,reproduced,item_authoritative_state,fresh_independent_review_supported,none,,,,not_comparable,,,{},T021
MAP-0436,1106.2978,General transfer-MPO formulas (Eqs. 13-14),CLM_THEOREM,CLM_THEOREM,,T011,quantitative_claim,theory_exact_numerical,,,reproduced,item_authoritative_state,fresh_independent_review_supported,none,,,,not_comparable,,,{},T011
MAP-0429,1106.2978,INV-001,CLM_THEOREM,CLM_THEOREM,,T007,quantitative_claim,theory_exact_numerical,,,reproduced,item_authoritative_state,fresh_independent_review_supported,none,,,,not_comparable,,,{},T007
MAP-0432,1106.2978,INV-003,CLM_THEOREM,CLM_THEOREM,,T008,quantitative_claim,theory_exact_numerical,,,reproduced,item_authoritative_state,fresh_independent_review_supported,none,,,,not_comparable,,,{},T008
MAP-0433,1106.2978,INV-004,CLM_THEOREM,CLM_THEOREM,,T009,quantitative_claim,theory_exact_numerical,,,reproduced,item_authoritative_state,fresh_independent_review_supported,none,,,,not_comparable,,,{},T009
MAP-0434,1106.2978,INV-005,CLM_THEOREM,CLM_THEOREM,,T010,quantitative_claim,theory_exact_numerical,,,reproduced,item_authoritative_state,fresh_independent_review_supported,none,,,,not_comparable,,,{},T010
MAP-0435,1106.2978,INV-006,CLM_THEOREM,CLM_THEOREM,,T011,quantitative_claim,theory_exact_numerical,,,reproduced,item_authoritative_state,fresh_independent_review_supported,none,,,,not_comparable,,,{},T011
MAP-0437,1106.2978,INV-007,CLM_THEOREM,CLM_THEOREM,,T012,quantitative_claim,theory_exact_numerical,,,reproduced,item_authoritative_state,fresh_independent_review_supported,none,,,,not_comparable,,,{},T012
MAP-0442,1106.2978,INV-011,CLM_METHOD,CLM_METHOD,,T013,quantitative_claim,theory_method_numerical,,,reproduced,item_authoritative_state,fresh_independent_review_supported,none,,,,not_comparable,,,{},T013
MAP-0443,1106.2978,INV-012,CLM_METHOD,CLM_METHOD,,T014,quantitative_claim,theory_formula_audit,,,attempted_not_reproduced,item_authoritative_state,independent_review_paper_error_candidate,none,scientific_result_mismatch,paper_claim_discrepancy,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0444,1106.2978,INV-013,CLM_METHOD,CLM_METHOD,,T015,quantitative_claim,theory_exact_numerical,,,reproduced,item_authoritative_state,fresh_independent_review_supported,none,,,,not_comparable,,,{},T015
MAP-0446,1106.2978,INV-015,CLM_ISOTROPIC_DERIVATION,CLM_ISOTROPIC_DERIVATION,,T016,quantitative_claim,theory_asymptotic_numerical,,,reproduced,item_authoritative_state,fresh_independent_review_supported,none,,,,not_comparable,,,{},T016
MAP-0448,1106.2978,INV-016,CLM_ISOTROPIC_DERIVATION,CLM_ISOTROPIC_DERIVATION,,T017,quantitative_claim,theory_formula_numerical,,,reproduced,item_authoritative_state,fresh_independent_review_supported,none,,,,not_comparable,,,{},T017
MAP-0449,1106.2978,INV-017,CLM_ISOTROPIC_DERIVATION,CLM_ISOTROPIC_DERIVATION,,T018,quantitative_claim,theory_formula_numerical,,,reproduced,item_authoritative_state,fresh_independent_review_supported,none,,,,not_comparable,,,{},T018
MAP-0450,1106.2978,INV-018,CLM_ISOTROPIC_DERIVATION,CLM_ISOTROPIC_DERIVATION,,T019,quantitative_claim,theory_asymptotic_numerical,,,reproduced,item_authoritative_state,fresh_independent_review_supported,none,,,,not_comparable,,,{},T019
MAP-0452,1106.2978,Isotropic connected-correlation claim,CLM_CORRELATIONS,CLM_CORRELATIONS,,T005,quantitative_claim,theory_analytic_numerical,,,attempted_not_reproduced,item_authoritative_state,independent_review_paper_error_candidate,none,scientific_result_mismatch,paper_claim_discrepancy,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0451,1106.2978,Isotropic current-ratio asymptote,CLM_TRANSPORT,CLM_TRANSPORT,,T002,quantitative_claim,theory_asymptotic_numerical,,,reproduced,target_projection,scientific_evidence_accepted,none,,,,measured,88.4407,88.4407,"{""T002"":88.4407}",
MAP-0453,1106.2978,Isotropic weak-coupling claim,CLM_CORRELATIONS,CLM_CORRELATIONS,,T006,quantitative_claim,theory_analytic_numerical,,,reproduced,item_authoritative_state,fresh_independent_review_supported,none,,,,not_comparable,,,{},T006
MAP-0438,1106.2978,Main Figure 2(a),CLM_PROFILES,CLM_PROFILES,,T001,figure_panel,theory_numerical,,,reproduced,item_authoritative_state,fresh_independent_review_supported,none,,,,measured,94.0463,94.0463,"{""T001"":94.0463}",
MAP-0440,1106.2978,Main Figure 2(b) inset,CLM_TRANSPORT,CLM_TRANSPORT,,T003,figure_panel_region,theory_numerical,,,reproduced,item_authoritative_state,fresh_independent_review_supported,none,,,,measured,89.7941,89.7941,"{""T003"":89.7941}",
MAP-0439,1106.2978,Main Figure 2(b) main axes,CLM_TRANSPORT,CLM_TRANSPORT,,T002,figure_panel,theory_numerical,,,reproduced,item_authoritative_state,fresh_independent_review_supported,none,,,,measured,88.4407,88.4407,"{""T002"":88.4407}",
MAP-0467,1206.2505,arbitrary_ramp_guarantee,CLM_T014,CLM_T014,,T014,method_claim,,Main text arbitrary-ramping claim and Ref. Ramping definition,,reproduced,item_authoritative_state,fresh_independent_review_supported,none,,,,not_comparable,,,{},T014
MAP-0462,1206.2505,critical_mode_and_fisher_period,CLM_T009,CLM_T009,,T009,quantitative_claim,,Main text around Eq. (Fisher times),,reproduced,item_authoritative_state,fresh_independent_review_supported,none,,,,not_comparable,,,{},T009
MAP-0468,1206.2505,finite_g1_corrections,CLM_T015,CLM_T015,,T015,method_claim,,Supplement line 540,,attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,indispensable_input_unavailable,publication_underspecified,not_applicable,not_applicable_nonreproduced,,,{},
MAP-0454,1206.2505,main_fig1_left,CLM_T001,CLM_T001,,T001,numerical_subfigure,,Main Fig. 1 left,,reproduced,item_authoritative_state,fresh_independent_review_supported,none,,,,measured,81.2437,81.2437,"{""T001"":81.2437}",
MAP-0455,1206.2505,main_fig1_right,CLM_T002,CLM_T002,,T002,numerical_subfigure,,Main Fig. 1 right,,reproduced,item_authoritative_state,fresh_independent_review_supported,none,,,,measured,81.89,81.89,"{""T002"":81.89}",
MAP-0457,1206.2505,main_fig2_bottom,CLM_T004,CLM_T004,,T004,numerical_subfigure,,Main Fig. 2 bottom,,reproduced,item_authoritative_state,fresh_independent_review_supported,none,,,,measured,87.9153,87.9153,"{""T004"":87.9153}",
MAP-0456,1206.2505,main_fig2_top,CLM_T003,CLM_T003,,T003,numerical_subfigure,,Main Fig. 2 top,,reproduced,item_authoritative_state,fresh_independent_review_supported,none,,,,measured,82.3924,82.3924,"{""T003"":82.3924}",
MAP-0460,1206.2505,main_fig3_bottom,CLM_T007,CLM_T007,,T007,numerical_subfigure,,Main Fig. 3 bottom,,attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0458,1206.2505,main_fig3_upper_left,CLM_T005,CLM_T005,,T005,numerical_subfigure,,Main Fig. 3 upper left,,attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0459,1206.2505,main_fig3_upper_right,CLM_T006,CLM_T006,,T006,numerical_subfigure,,Main Fig. 3 upper right,,attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0466,1206.2505,supp_complex_time_identity,CLM_T013,CLM_T013,,T013,quantitative_claim,,Supplement complex-time section,,reproduced,item_authoritative_state,fresh_independent_review_supported,none,,,,not_comparable,,,{},T013
MAP-0461,1206.2505,supp_fig1,CLM_T008,CLM_T008,,T008,numerical_figure,,Supplement Fig. 1,,attempted_not_reproduced,item_authoritative_state,fresh_independent_review_inconclusive_after_attempt,none,scientific_result_mismatch,paper_claim_discrepancy,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0464,1206.2505,supp_loschmidt_matrix,CLM_T011,CLM_T011,,T011,quantitative_claim,,Supplement Loschmidt matrix section,,reproduced,item_authoritative_state,fresh_independent_review_supported,none,,,,not_comparable,,,{},T011
MAP-0465,1206.2505,supp_postselection_normalization,CLM_T012,CLM_T012,,T012,quantitative_claim,,Supplement postselection section,,reproduced,item_authoritative_state,fresh_independent_review_supported,none,,,,not_comparable,,,{},T012
MAP-0463,1206.2505,work_large_deviation_identity,CLM_T010,CLM_T010,,T010,quantitative_claim,,Main text work-distribution section,,reproduced,item_authoritative_state,fresh_independent_review_supported,none,,,,not_comparable,,,{},T010
MAP-0472,1212.3324,Main Figure 2(c),CLM_T001,CLM_T001,,T001,figure_panel,,Main text Fig. 2(c),,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,measured,97.0338,97.0338,"{""T001"":97.0338}",
MAP-0473,1212.3324,Main Figure 3(a),CLM_T002,CLM_T002,,T002,figure_panel,,Main text Fig. 3(a),,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,measured,91.6718,91.6718,"{""T002"":91.6718}",
MAP-0474,1212.3324,Main Figure 3(b),CLM_T003,CLM_T003,,T003,figure_panel,,Main text Fig. 3(b),,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,measured,80.0861,80.0861,"{""T003"":80.0861}",
MAP-0475,1212.3324,Main Figure 3(c),CLM_T004,CLM_T004,,T004,figure_panel,,Main text Fig. 3(c),,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,measured,90.0663,90.0663,"{""T004"":90.0663}",
MAP-0476,1212.3324,Main Figure 3(d),CLM_T005,CLM_T005,,T005,figure_panel,,Main text Fig. 3(d),,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,scientific_definition_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0481,1212.3324,Main Figure 6(a),CLM_T006,CLM_T006,,T006,figure_panel,,Main text Fig. 6(a),,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,measured,80.3256,80.3256,"{""T006"":80.3256}",
MAP-0482,1212.3324,Main Figure 6(b),CLM_T007,CLM_T007,,T007,figure_panel,,Main text Fig. 6(b),,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0483,1212.3324,Main Figure 6(c),CLM_T008,CLM_T008,,T008,figure_panel,,Main text Fig. 6(c),,externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,parameter_values_unavailable,publication_underspecified,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0484,1212.3324,Winding-Chern-edge quantitative claims,CLM_T009,CLM_T009,,T009,quantitative_claim,,"Main-text bulk-edge identity and numerical discussions accompanying Figs. 2(c), 3 and 6",,reproduced,target_projection,scientific_evidence_accepted,none,,,,not_comparable,,,{},T009
MAP-0504,1302.5069,inv_bath_system_times,CLM_T007,CLM_BOUND_HIERARCHY_TIGHTNESS | CLM_MARKOVIAN_AVERAGE_NORM | CLM_MARKOVIAN_SINGULAR_VALUES | CLM_NONMARKOVIAN_SPEEDUP | CLM_SCHATTEN_FACTOR | CLM_T007,CLM_BOUND_HIERARCHY_TIGHTNESS | CLM_MARKOVIAN_AVERAGE_NORM | CLM_MARKOVIAN_SINGULAR_VALUES | CLM_NONMARKOVIAN_SPEEDUP | CLM_SCHATTEN_FACTOR,T007,quantitative_claim,,paragraph after Eq. (26),,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T007
MAP-0507,1302.5069,inv_bound_hierarchy_and_tightness,CLM_BOUND_HIERARCHY_TIGHTNESS,CLM_BOUND_HIERARCHY_TIGHTNESS | CLM_MARKOVIAN_AVERAGE_NORM | CLM_MARKOVIAN_SINGULAR_VALUES | CLM_NONMARKOVIAN_SPEEDUP | CLM_SCHATTEN_FACTOR | CLM_T004 | CLM_T007,CLM_MARKOVIAN_AVERAGE_NORM | CLM_MARKOVIAN_SINGULAR_VALUES | CLM_NONMARKOVIAN_SPEEDUP | CLM_SCHATTEN_FACTOR | CLM_T004 | CLM_T007,T004 | T007,quantitative_claim,,discussion of Fig. 1,,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,partial_target_pixel_coverage,,,"{""T004"":98.7273}",T007
MAP-0489,1302.5069,inv_bures_angle,CLM_T001,CLM_T001,,T001,quantitative_claim,,Eq. (1),,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T001
MAP-0490,1302.5069,inv_bures_velocity,CLM_T001,CLM_T001,,T001,quantitative_claim,,Eqs. (2)--(3),,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T001
MAP-0492,1302.5069,inv_closed_ml_operator_bound,CLM_T002,CLM_T002,,T002,quantitative_claim,,Eqs. (8)--(11),,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T002
MAP-0501,1302.5069,inv_decay_rate,CLM_T003,CLM_REDUCED_DENSITY_SOLUTION | CLM_T003,CLM_REDUCED_DENSITY_SOLUTION,T003,quantitative_claim,,Eq. (25),,reproduced,item_authoritative_state,scientific_evidence_accepted,none,,,,not_comparable,,,{},T003
